query,view,goal_blind_mbu,forward_match_mbu,base_mbu,text_mbu,vcdesign_ced_mbu,ced_minus_base,ced_minus_text,base_hvhit_10,base_hvhit_20,base_hvhit_50,text_hvhit_10,text_hvhit_20,text_hvhit_50,vcdesign_ced_hvhit_10,vcdesign_ced_hvhit_20,vcdesign_ced_hvhit_50,owning_section
HEXIM1,0,-0.1379605304041531,0.015266601430349745,0.2432748054485776,0.25150001336367867,0.28904141718536386,0.045766611736786256,0.03754140382168519,2.0,6.0,13.0,3.0,4.0,8.0,2.0,5.0,12.0,sec:heldout
SMARCB1,0,0.0781875371466862,0.24923114539448063,0.2613359088718294,0.4212835691459125,0.3476439622254505,0.08630805335362113,-0.07363960692046195,1.0,7.0,12.0,6.0,10.0,16.0,3.0,7.0,16.0,sec:heldout
POU2F2,0,0.054818072516991945,-0.0029451832284185376,-0.0532028573963445,-0.12706289166471765,-0.04851583994628442,0.004687017450060081,0.07854705171843324,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,sec:heldout
EIF4A1,0,0.20854320761988263,0.4681871111351145,0.3313447246310415,0.24502201018629488,0.4018216935247621,0.07047696889372063,0.15679968333846722,5.0,9.0,13.0,4.0,4.0,6.0,5.0,9.0,14.0,sec:heldout
EHMT2,0,0.4190570804656208,0.06942459646418639,0.3710227058483537,0.5465617122879215,0.4797259865221024,0.10870328067374874,-0.06683572576581909,3.0,6.0,8.0,5.0,9.0,12.0,4.0,9.0,14.0,sec:heldout
TINF2,0,0.24947956874895824,0.5346297147368982,0.5232773554823399,0.4900586978323786,0.5957042007826122,0.07242684530027232,0.10564550295023362,7.0,10.0,14.0,7.0,9.0,13.0,8.0,10.0,16.0,sec:heldout
MYL6,0,-0.4889406676154586,0.09212746733268733,-0.28111851015299744,-0.36535726108408423,-0.07938474697174704,0.20173376318125041,0.2859725141123372,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,sec:heldout
TPR,0,0.46307272621973095,0.34604240362777433,0.542228603354472,0.6186936246949749,0.610185029362135,0.06795642600766305,-0.008508595332839874,7.0,10.0,14.0,8.0,13.0,16.0,8.0,12.0,17.0,sec:heldout
EIF3J,0,0.29167746541415973,0.19924737141718593,0.4717933297530237,0.48549842931168685,0.5623543625284588,0.09056103277543515,0.07685593321677198,5.0,8.0,14.0,5.0,9.0,14.0,6.0,9.0,13.0,sec:heldout
ZNF445,0,0.26861550390633787,-0.06766076634839717,0.2081806512347005,0.44957081784359515,0.15072043625690856,-0.05746021497779194,-0.2988503815866866,2.0,4.0,7.0,5.0,7.0,9.0,2.0,3.0,8.0,sec:heldout
LAMTOR3,0,0.39160570904257547,0.06744763496514791,0.42031911715900866,0.4921948646410337,0.44051820734862907,0.020199090189620406,-0.051676657292404615,2.0,3.0,6.0,7.0,10.0,13.0,4.0,7.0,13.0,sec:heldout
CSTF2,0,-0.041534696196268504,0.0008972029961432688,0.22152166446940336,0.06650166590192198,0.1439154380581099,-0.07760622641129344,0.07741377215618793,2.0,3.0,6.0,1.0,2.0,6.0,0.0,0.0,6.0,sec:heldout
RTRAF,0,0.17507231803217457,0.5710862030626586,0.5927190443870084,0.6626265877842129,0.6269471909168806,0.03422814652987216,-0.03567939686733235,8.0,12.0,17.0,9.0,15.0,18.0,8.0,14.0,23.0,sec:heldout
PPIA,0,-0.16032413259778697,0.2021169126856305,-0.11111972222672373,-0.014555326356834616,0.019339487850566123,0.13045921007728986,0.03389481420740074,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,sec:heldout
DERL2,0,0.3711757728450007,0.07071976011815544,0.47925974781691427,0.49252407434586454,0.5303925342499657,0.051132786433051414,0.03786845990410115,5.0,7.0,10.0,5.0,9.0,12.0,6.0,7.0,12.0,sec:heldout
CPNE1,0,0.25346796919658193,0.26172977466845887,0.5553867270728027,0.5643511463019993,0.5911733401146851,0.035786613041882465,0.0268221938126858,8.0,12.0,22.0,8.0,14.0,20.0,8.0,14.0,20.0,sec:heldout
SAP130,0,0.030788846943725235,0.2958344010186255,0.16272043309970383,0.15786606097891295,0.4126074818207115,0.24988704872100767,0.2547414208417985,1.0,4.0,7.0,1.0,7.0,7.0,5.0,10.0,14.0,sec:heldout
FASTKD5,0,0.18271534241093176,0.42902002444074855,0.5995619683994896,0.6512643060677482,0.6096636687169052,0.01010170031741564,-0.04160063735084296,8.0,14.0,22.0,8.0,14.0,22.0,9.0,14.0,22.0,sec:heldout
DDX56,0,0.36375001349707675,0.5358533056757165,0.5895283187485952,0.5255745575882188,0.6432917277112443,0.053763408962649084,0.11771717012302552,10.0,16.0,20.0,9.0,16.0,18.0,10.0,17.0,27.0,sec:heldout
GTF2H1,0,0.40330454969285484,0.15889524119829487,0.4552103968508126,0.4606530575918113,0.4710419111805482,0.01583151432973562,0.010388853588736924,6.0,7.0,10.0,7.0,9.0,12.0,5.0,7.0,12.0,sec:heldout
NDUFA10,0,0.17077425135867316,0.2845134323577046,0.4946125628755398,0.5357758925298816,0.5384514807547779,0.043838917879238104,0.0026755882248963303,6.0,9.0,13.0,6.0,11.0,16.0,6.0,13.0,20.0,sec:heldout
PARP12,0,0.18082760253864794,0.03948264906055594,0.49636836748260743,0.536751803060747,0.402699933381889,-0.09366843410071846,-0.13405186967885802,6.0,8.0,19.0,7.0,10.0,16.0,4.0,8.0,17.0,sec:heldout
GINS2,0,0.3347075967288414,0.4137069671063253,0.6037150361701934,0.645610836038864,0.6314597771366599,0.027744740966466508,-0.014151058902204139,7.0,9.0,13.0,7.0,11.0,14.0,7.0,10.0,15.0,sec:heldout
TXNDC17,0,0.29482405567329134,-0.07765440426660007,0.4181183663503847,0.5115654970384541,0.3546951392970201,-0.06342322705336456,-0.15687035774143399,7.0,8.0,11.0,4.0,8.0,12.0,5.0,6.0,7.0,sec:heldout
RNASEH2A,0,-0.12977752766507325,0.03758561742612369,-0.3997405254287374,-0.08180392060754538,-0.0419461639838078,0.3577943614449296,0.03985775662373758,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,sec:heldout
SLC25A10,0,0.2261525193380458,0.5034125089549861,0.6594227792676574,0.702259658845923,0.6943305002095649,0.03490772094190753,-0.007929158636358125,8.0,13.0,17.0,9.0,15.0,18.0,8.0,14.0,24.0,sec:heldout
AMBRA1,0,-0.24251450050053122,0.10178362014298,-0.33308381919145724,-0.42297956902770134,-0.07181046199301296,0.2612733571984443,0.3511691070346884,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,sec:heldout
PYURF,0,0.4794636965820034,0.4143479855297438,0.5650654140795925,0.47926336531416774,0.5614599256903164,-0.0036054883892761014,0.0821965603761487,8.0,12.0,17.0,6.0,11.0,14.0,8.0,12.0,17.0,sec:heldout
SNX5,0,-0.2706453395537353,0.09085124146287667,-0.004706357757542014,0.17243800647765153,0.04606193667963988,0.05076829443718189,-0.12637606979801166,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,sec:heldout
MALSU1,0,0.20921470530855535,0.5452587559783918,0.6693732602546589,0.6201051319327778,0.6617200523873646,-0.007653207867294287,0.04161492045458681,8.0,13.0,19.0,8.0,13.0,17.0,8.0,13.0,19.0,sec:heldout
UBE2I,0,0.3209878605972994,0.01307164207099401,0.4898777106123986,0.5790001044643146,0.5293443754592527,0.03946666484685413,-0.04965572900506188,4.0,7.0,12.0,6.0,10.0,12.0,4.0,7.0,19.0,sec:heldout
LEPROT,0,-0.22348917620408978,0.013874051477852993,0.15006038987303252,-0.08377415296393216,0.20073871181450068,0.05067832194146815,0.28451286477843285,2.0,2.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,sec:heldout
MUTYH,0,0.36410168805919757,0.15131044350528808,0.438014882260721,0.36112322042363565,0.4073894084959389,-0.030625473764782085,0.04626618807230326,6.0,9.0,9.0,7.0,7.0,10.0,6.0,8.0,11.0,sec:heldout
RPL36,0,0.3626384475366646,0.5152928662524427,0.6046419607343841,0.5846323148875961,0.6842643605070228,0.07962239977263863,0.09963204561942662,10.0,16.0,21.0,9.0,16.0,18.0,10.0,17.0,27.0,sec:heldout
GALK1,0,-0.21697602372975391,0.08141593807855485,-0.10999659651860212,-0.05178888098574183,-0.08964478755585588,0.020351808962746243,-0.03785590657011405,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,sec:heldout
CCT3,0,0.5157153289121646,0.16120460191410538,0.43624993767408893,0.47638394306797927,0.4520413942788104,0.015791456604721477,-0.02434254878916886,4.0,6.0,8.0,5.0,8.0,10.0,5.0,6.0,11.0,sec:heldout
NFRKB,0,0.17332098432862483,0.2507913079794512,0.25657922476705747,0.20098102791035719,0.351023018792832,0.09444379402577452,0.1500419908824748,5.0,7.0,11.0,6.0,8.0,10.0,5.0,6.0,12.0,sec:heldout
THAP1,0,0.1329560994784458,0.21777940181375474,0.4072501165737015,0.43825866003190384,0.44828116834537785,0.04103105177167632,0.01002250831347401,4.0,6.0,9.0,6.0,8.0,13.0,5.0,5.0,14.0,sec:heldout
THAP11,0,0.2621650522051681,0.031034995841361865,0.22947302910794334,-0.026609295382528233,0.1539273649739721,-0.07554566413397124,0.18053666035650034,3.0,5.0,9.0,1.0,1.0,2.0,2.0,2.0,7.0,sec:heldout
CHCHD2,0,-0.5345404224550967,0.18473255670286912,-0.1441198411003888,-0.009021701240729008,0.06777025740943136,0.21189009850982016,0.07679195865016038,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,sec:heldout
UGGT1,0,0.1967479293916938,-0.03708681357340184,0.2145060266885748,0.18670811209355953,0.15793593951247908,-0.05657008717609571,-0.028772172581080446,1.0,3.0,4.0,0.0,0.0,3.0,1.0,2.0,5.0,sec:heldout
UTP23,0,0.2576994853341382,0.7189123496322886,0.6732059189657034,0.6262275092901587,0.739497622411621,0.06629170344591762,0.11327011312146229,10.0,16.0,17.0,9.0,13.0,14.0,10.0,18.0,24.0,sec:heldout
TFAM,0,0.03826068216071322,-0.0007833000221328842,0.26631003266171266,0.28113847734171993,0.26486697904928796,-0.001443053612424694,-0.016271498292431963,4.0,11.0,18.0,7.0,9.0,15.0,6.0,11.0,20.0,sec:heldout
MGST3,0,-0.47058952417339645,-0.009456545471017435,-0.07295452442634341,-0.13708084017953115,-0.13165743537843638,-0.05870291095209297,0.005423404801094767,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,sec:heldout
RPL6,0,0.319351188727117,0.45294051030885335,0.5840968090056082,0.5727237248771085,0.6241838803256475,0.0400870713200393,0.05146015544853899,10.0,15.0,17.0,9.0,17.0,18.0,10.0,16.0,25.0,sec:heldout
SUPV3L1,0,0.23722345706181489,0.46977138328015533,0.6323096740706299,0.6434888975576333,0.6025738260899712,-0.029735847980658647,-0.040915071467662045,9.0,13.0,20.0,8.0,14.0,19.0,9.0,14.0,27.0,sec:heldout
CSNK2B,0,0.27975266732133447,0.03772314290319768,0.5156582622515207,0.5385589215750256,0.5389790075008074,0.023320745249286734,0.00042008592578179904,4.0,6.0,9.0,4.0,7.0,10.0,3.0,6.0,13.0,sec:heldout
PCM1,0,0.0843775375770509,0.28678689917743666,0.5148646185568321,0.5739291273582187,0.5187137729192121,0.0038491543623799807,-0.0552153544390066,5.0,9.0,15.0,5.0,10.0,15.0,4.0,9.0,15.0,sec:heldout
DIAPH1,0,0.41731074305398086,-0.02954093746029979,0.24153648221188198,0.30293364310793514,0.0829214103850649,-0.15861507182681708,-0.22001223272287024,0.0,2.0,3.0,3.0,5.0,6.0,0.0,0.0,2.0,sec:heldout
EDEM2,0,-0.12914183997896148,0.0718826472043572,0.3148332706089055,0.12667152383963332,0.09321278003817919,-0.2216204905707263,-0.033458743801454124,4.0,7.0,7.0,3.0,6.0,11.0,1.0,2.0,4.0,sec:heldout
DHODH,0,0.3801760010422397,0.297139365933439,0.5557630545099405,0.5304670048082641,0.637239952591358,0.08147689808141756,0.10677294778309387,8.0,14.0,15.0,6.0,13.0,14.0,8.0,15.0,27.0,sec:heldout
INO80D,0,0.08502408589487653,-0.008967622371537557,0.09002690523489816,0.24754324445601353,0.061898078584126937,-0.028128826650771224,-0.1856451658718866,2.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,6.0,sec:heldout
SMARCA5,0,0.29716997172523374,0.3839593503542306,0.5625369854372052,0.5799891183978548,0.5721008481767137,0.009563862739508489,-0.007888270221141136,8.0,11.0,17.0,7.0,11.0,14.0,8.0,11.0,16.0,sec:heldout
SNRPD3,0,0.3409917321255227,0.28151564284401104,0.4572701089023439,0.4610678853480734,0.5281639221913333,0.07089381328898947,0.06709603684325993,5.0,10.0,13.0,7.0,9.0,13.0,6.0,9.0,16.0,sec:heldout
RHBDD1,0,-0.5023980401738962,0.08939285917795549,0.1134991656993087,0.11363394430837914,0.07810303636655926,-0.03539612933274944,-0.035530907941819886,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,3.0,sec:heldout
SORT1,0,0.4038591301203089,0.17053520022069182,0.3545370121381897,0.5383306438727882,0.47174575010322456,0.11720873796503484,-0.06658489376956361,3.0,8.0,12.0,5.0,10.0,14.0,6.0,8.0,13.0,sec:heldout
RIF1,0,0.13656425338858358,0.21522624658477355,0.5300684425829053,0.44153224454979423,0.5340075937457748,0.00393915116286947,0.09247534919598055,7.0,12.0,17.0,6.0,14.0,18.0,8.0,12.0,16.0,sec:heldout
LYRM4,0,-0.16220798688554625,0.16705224626845916,-0.2523172205845447,-0.22760691223485818,0.04838155070486896,0.30069877128941364,0.2759884629397271,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,sec:heldout
OTUD7B,0,0.28056135064799476,0.06076923584200231,0.20962744976543132,0.19267059041023613,0.22427846616686098,0.014651016401429656,0.031607875756624854,3.0,6.0,8.0,2.0,3.0,6.0,2.0,3.0,7.0,sec:heldout
HINT1,0,-0.2720561391083431,-0.04447892486946878,0.34407963106091727,0.16962128364432416,-0.06391473995583488,-0.4079943710167522,-0.23353602360015904,4.0,5.0,7.0,2.0,3.0,3.0,0.0,0.0,2.0,sec:heldout
DFFA,0,0.2927757605699787,0.6636719952378297,0.5646267102944108,0.5143306773549133,0.6653517052360115,0.1007249949416007,0.15102102788109817,8.0,15.0,18.0,8.0,13.0,14.0,10.0,15.0,25.0,sec:heldout
ABHD13,0,-0.031136509109826942,0.045251557318619,-0.2025517202197101,-0.12699248231628288,-0.04630465745405656,0.15624706276565353,0.08068782486222631,0.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,3.0,sec:heldout
TEAD2,0,-0.21927465180181996,0.19727898343372077,0.04464035698386346,-0.01936792264713543,0.1571398840309865,0.11249952704712304,0.17650780667812194,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,sec:heldout
TMEM126B,0,0.14542929066388485,0.3419887750379858,0.661230972205014,0.65893374355378,0.6281418849738337,-0.033089087231180314,-0.030791858579946263,8.0,12.0,22.0,8.0,15.0,24.0,7.0,13.0,20.0,sec:heldout
SMN2,0,0.3059190436300607,0.30477839254761,0.5268365169578186,0.4929843575426769,0.5288698569914769,0.002033340033658293,0.03588549944880004,5.0,9.0,11.0,6.0,9.0,11.0,5.0,10.0,15.0,sec:heldout
RAE1,0,0.5131007443480831,0.24989127254388666,0.3906921208267269,0.4903953936272942,0.42004606165851194,0.029353940831785053,-0.07034933196878224,4.0,7.0,10.0,6.0,8.0,11.0,4.0,7.0,15.0,sec:heldout
RAI14,0,0.26903059251237454,-0.05139278721120977,0.5723454426712538,0.569686205524491,0.6182037196947703,0.045858277023516525,0.048517514170279274,8.0,13.0,20.0,9.0,13.0,16.0,8.0,16.0,22.0,sec:heldout
ORC4,0,0.2516477763022564,0.546282632889615,0.6255483853854624,0.6526386432841258,0.5818944438867532,-0.04365394149870927,-0.07074419939737264,7.0,10.0,16.0,7.0,11.0,15.0,7.0,8.0,14.0,sec:heldout
EIF2S1,0,0.38283403333518545,0.4021509119789592,0.4972514262868762,0.5455280879185743,0.5230745468851863,0.0258231205983101,-0.022453541033388036,4.0,7.0,11.0,6.0,6.0,10.0,3.0,9.0,15.0,sec:heldout
SNRNP48,0,0.38195707477488683,0.17866335640718786,0.37607646065683675,0.4074243473199139,0.39884134525684006,0.02276488460000331,-0.00858300206307383,4.0,7.0,12.0,5.0,9.0,13.0,4.0,6.0,13.0,sec:heldout
SEC61B,0,0.3281778422407487,0.03525295782178342,0.1595222115407276,0.3661874920713506,0.07773658088270503,-0.08178563065802257,-0.2884509111886456,1.0,2.0,6.0,3.0,7.0,11.0,0.0,2.0,4.0,sec:heldout
PIH1D1,0,-0.09749828135673033,0.445477330500502,0.01517818422919247,0.17024161072834687,0.3731587066890998,0.3579805224599073,0.2029170959607529,0.0,0.0,2.0,1.0,4.0,6.0,4.0,4.0,6.0,sec:heldout
POLRMT,0,0.14951906467772694,0.3085324128755506,0.3737900058817818,0.3760540687746891,0.43817623357464264,0.06438622769286084,0.06212216479995353,6.0,11.0,19.0,6.0,9.0,12.0,6.0,13.0,18.0,sec:heldout
RNF44,0,0.20563054977121564,0.11849688577257848,0.19487902562796208,0.04250747584444874,0.18813896835833144,-0.006740057269630645,0.1456314925138827,2.0,4.0,7.0,0.0,0.0,2.0,2.0,3.0,5.0,sec:heldout
CCDC71L,0,0.18064022342067776,0.12964476229462935,0.24744281995296394,0.125616671836325,0.18005100942650362,-0.06739181052646032,0.05443433759017863,3.0,3.0,8.0,0.0,1.0,3.0,3.0,5.0,7.0,sec:heldout
TTI1,0,0.35865931663323064,0.13528502805633066,0.463347084935325,0.5752114554372021,0.5241670339251857,0.060819948989860706,-0.05104442151201638,6.0,10.0,13.0,8.0,12.0,15.0,7.0,12.0,15.0,sec:heldout
BCCIP,0,0.424464369006529,0.5407912311804767,0.5849659704708271,0.5318489559849598,0.6322422046325203,0.04727623416169324,0.1003932486475605,9.0,14.0,18.0,8.0,12.0,14.0,9.0,14.0,27.0,sec:heldout
WRAP53,0,0.008736106803246374,0.09514363733198332,0.17626059646259362,0.24880339356203507,0.17292259787667005,-0.0033379985859235684,-0.07588079568536502,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,7.0,sec:heldout
PRPF40A,0,0.36172045086451227,0.14916344155000494,0.5344447247607181,0.48982783192694246,0.5810731869055307,0.04662846214481253,0.09124535497858821,6.0,9.0,12.0,7.0,10.0,13.0,7.0,8.0,16.0,sec:heldout
NOL8,0,0.42716119517632095,0.4748441651559869,0.6450244572810441,0.5952869869238435,0.6436843448763353,-0.001340112404708771,0.04839735795249178,10.0,16.0,20.0,9.0,16.0,19.0,10.0,17.0,25.0,sec:heldout
ENDOG,0,0.04810040042553803,0.09681121500092342,-0.19655218785284034,-0.10993675418360838,0.0362186307860956,0.23277081863893595,0.14615538496970398,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,sec:heldout
CRIPT,0,-0.5363156110483366,0.1362662587005414,-0.18875677685484418,-0.26776542420167443,-0.08995724207057199,0.0987995347842722,0.17780818213110244,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,sec:heldout
ING5,0,-0.20362687018399792,0.016357041107953132,0.028156823964805674,0.08087226994553189,0.055275719307984826,0.027118895343179152,-0.02559655063754706,1.0,2.0,4.0,0.0,2.0,5.0,0.0,0.0,2.0,sec:heldout
ZDHHC7,0,0.46689320752704006,0.27901765353026314,0.4526851955946803,0.473753923672164,0.477338018497189,0.024652822902508698,0.003584094825024975,4.0,5.0,8.0,6.0,6.0,9.0,4.0,5.0,9.0,sec:heldout
TRIP4,0,-0.08814553653548131,-0.014323728439166324,0.048991327096325026,0.023274707926188003,0.1155932600284116,0.06660193293208658,0.09231855210222359,1.0,2.0,5.0,1.0,3.0,7.0,2.0,3.0,4.0,sec:heldout
CNBP,0,0.11682919613794096,0.22637225221693788,0.4133904963530914,0.35958925404070324,0.43167062346104235,0.01828012710795096,0.0720813694203391,6.0,13.0,17.0,6.0,13.0,20.0,6.0,11.0,18.0,sec:heldout
ITGB1BP1,0,0.209611136397529,0.3677194249256677,0.46116595699792945,0.5216695925187621,0.6512184446247066,0.19005248762677712,0.12954885210594447,6.0,8.0,13.0,8.0,12.0,18.0,7.0,9.0,13.0,sec:heldout
ELP1,0,0.024677206086817862,-9.690905766835886e-05,0.5192275250485153,0.16231181510957407,0.4636709586256565,-0.05555656642285883,0.3013591435160824,6.0,8.0,13.0,2.0,3.0,7.0,5.0,8.0,14.0,sec:heldout
SRSF6,0,0.019233220239446777,0.023276244609085336,0.006567407627204547,-0.21568443498725753,0.012334364039038865,0.005766956411834318,0.2280187990262964,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,sec:heldout
MRPL52,0,0.1893319838017374,0.5078622832564174,0.6288195203865324,0.600733511164372,0.5943162749882182,-0.034503245398314286,-0.006417236176153862,7.0,12.0,17.0,8.0,13.0,17.0,7.0,13.0,18.0,sec:heldout
TOR1B,0,0.32051415321577226,0.12822055209623995,0.4378198459711389,0.4813473736436427,0.4299538448627494,-0.007866001108389475,-0.051393528780893316,6.0,7.0,9.0,6.0,8.0,10.0,4.0,7.0,12.0,sec:heldout
DLD,0,0.44049655504979146,0.020720689997457315,0.41595052894053647,0.4989093216986637,0.475303398534779,0.05935286959424252,-0.023605923163884712,5.0,7.0,9.0,6.0,9.0,11.0,5.0,6.0,14.0,sec:heldout
NUB1,0,0.2740998596784839,0.015945427992242085,0.22275750735520142,0.2343613775627423,0.2357427993080998,0.012985291952898381,0.0013814217453574917,2.0,5.0,7.0,3.0,5.0,7.0,3.0,5.0,13.0,sec:heldout
TTC1,0,0.2613858865992045,0.27025604171094025,0.5749316314567176,0.632340405735926,0.6080985375585334,0.03316690610181583,-0.0242418681773926,7.0,13.0,16.0,8.0,10.0,14.0,7.0,12.0,22.0,sec:heldout
TENT4A,0,0.19434761975508782,-0.018113382630140326,-0.18569511548622056,0.08484077860101759,-0.2057040504680404,-0.020008934981819854,-0.290544829069058,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,2.0,sec:heldout
UBE2V1,0,0.29937255977721583,-0.005412548084041918,0.33941924822912967,0.32529968790955216,0.2684799288219329,-0.07093931940719678,-0.05681975908761927,2.0,3.0,6.0,3.0,4.0,7.0,2.0,3.0,6.0,sec:heldout
WDR36,0,0.16701261205708992,0.7199524631742976,0.6065016980212548,0.5369728335921155,0.6876682289431346,0.08116653092187986,0.15069539535101917,10.0,14.0,16.0,9.0,12.0,13.0,10.0,17.0,23.0,sec:heldout
CD3EAP,0,0.3910436702962077,0.5907324316508761,0.6765013030010579,0.5956456154935575,0.691521193835387,0.015019890834329086,0.09587557834182947,10.0,17.0,21.0,9.0,15.0,15.0,9.0,18.0,26.0,sec:heldout
XPO1,0,0.48103595504753677,0.04181623852443165,0.43022993034995943,0.5056701352940906,0.46025454104606656,0.030024610696107124,-0.045415594248023994,3.0,5.0,8.0,6.0,7.0,10.0,3.0,6.0,9.0,sec:heldout
TWNK,0,0.16455713943170985,0.4323405135907265,0.6859401391582022,0.6487303236188524,0.6837398282200869,-0.0022003109381152353,0.03500950460123453,9.0,15.0,23.0,8.0,14.0,18.0,8.0,15.0,24.0,sec:heldout
ZMYM4,0,0.16399855581741,0.5492120977492814,0.6188275798188337,0.5658421652997032,0.7021767660356734,0.08334918621683962,0.13633460073597015,8.0,13.0,15.0,7.0,14.0,15.0,9.0,14.0,24.0,sec:heldout
CCNK,0,0.08240492857990285,0.03610770534400228,0.4220117197711028,0.4316805558483592,0.501632148795815,0.07962042902471217,0.06995159294745579,5.0,10.0,17.0,5.0,9.0,12.0,7.0,11.0,16.0,sec:heldout
NOSIP,0,-0.30574795936954696,0.015502066389700022,-0.24606095313640775,0.02480151793486421,-0.22689596783930224,0.019164985297105502,-0.25169748577416645,0.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,2.0,sec:heldout
NOB1,0,0.19943085987738796,0.6439719076910034,0.6369051432783651,0.5565669549822797,0.7286946502648767,0.09178950698651156,0.17212769528259697,9.0,13.0,14.0,7.0,11.0,12.0,10.0,15.0,21.0,sec:heldout
PRDX1,0,0.332718333864323,0.052787289375617386,0.17161168633336843,0.2120290727041855,0.1839251427396671,0.012313456406298662,-0.02810392996451841,0.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,7.0,sec:heldout
HADHB,0,0.42223259644632827,0.012181836993231178,0.21495626223661982,0.09539042832813567,0.2266821518766001,0.01172588963998028,0.1312917235484644,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,sec:heldout
BAG6,0,0.15277731196774036,-0.048580358701606124,0.0322015779030541,0.05669774095646387,0.005230828962228591,-0.026970748940825507,-0.05146691199423528,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,sec:heldout
PSMB1,0,0.2939202702944618,0.07249053889761907,0.21003977493062553,0.3842424740803964,0.230389584637353,0.02034980970672748,-0.1538528894430434,2.0,4.0,7.0,5.0,9.0,12.0,3.0,5.0,8.0,sec:heldout
FBLIM1,0,0.058705601261279265,-0.07761131260215214,-0.03410291257907948,-0.00028171144058543145,-0.13785575641107092,-0.10375284383199145,-0.1375740449704855,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,sec:heldout
ELP4,0,0.1286027881606644,0.37391266206381496,0.4869474164896241,0.5469441155300655,0.5176649891166623,0.03071757262703817,-0.029279126413403245,6.0,7.0,11.0,7.0,8.0,12.0,4.0,9.0,15.0,sec:heldout
PDLIM4,0,0.1010247119346136,0.6850881898820841,0.6862473349579634,0.6503394956693057,0.7286159735371576,0.04236863857919415,0.07827647786785186,9.0,13.0,20.0,10.0,14.0,17.0,9.0,13.0,19.0,sec:heldout
SNRPD1,0,0.28211402194157625,0.21324196876017698,0.45248090958713055,0.4399417791400639,0.4673996015016151,0.014918691914484528,0.0274578223615512,5.0,8.0,11.0,6.0,9.0,12.0,5.0,8.0,13.0,sec:heldout
AKIRIN1,0,0.2896197457184931,0.05227938340351842,0.36085634438823244,0.4589594537699897,0.38364810791106235,0.02279176352282991,-0.07531134585892735,4.0,7.0,9.0,5.0,8.0,12.0,3.0,5.0,14.0,sec:heldout
RFC2,0,0.2749339882533537,0.48684878209645577,0.6526336449803459,0.6570189167169642,0.697705911484098,0.04507226650375207,0.04068699476713378,8.0,13.0,16.0,8.0,13.0,16.0,8.0,12.0,16.0,sec:heldout
ZNF491,0,-0.39902641611518047,0.0915806894768025,-0.6231734495566691,-0.5805042030060316,-0.21047093373081327,0.4127025158258558,0.3700332692752183,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,sec:heldout
ISOC2,0,-0.07433793822308646,0.10179047865201019,-0.017546741302610525,0.17571291583768878,0.15787883955323423,0.17542558085584475,-0.017834076284454548,1.0,1.0,7.0,2.0,2.0,6.0,2.0,3.0,5.0,sec:heldout
TOR3A,0,-0.47835233111051606,-0.04070649850432812,-0.04881074651868475,0.137462893914551,-0.04203034817305392,0.0067803983456308295,-0.17949324208760492,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,sec:heldout
TBL3,0,0.22569347673183823,0.7482137851726539,0.6754510997879807,0.600814606657739,0.745668155432448,0.07021705564446734,0.14485354877470902,10.0,16.0,17.0,9.0,14.0,15.0,10.0,18.0,26.0,sec:heldout
MCM4,0,0.29387175613426436,0.529591710154445,0.5622236779749257,0.6331882355203938,0.6467452765833871,0.08452159860846142,0.01355704106299327,8.0,11.0,16.0,8.0,13.0,19.0,8.0,12.0,17.0,sec:heldout
PPIH,0,0.37959928155440953,0.08822928506814963,0.593354840052004,0.6077378560925607,0.6066569634282645,0.013302123376260466,-0.001080892664296229,5.0,9.0,13.0,5.0,9.0,12.0,5.0,9.0,15.0,sec:heldout
